m,unknowns,carry_bits
9703,26,18
11581,23,15
12833,31,22
13459,29,21
14711,27,18
16589,33,23
18467,32,24
19093,34,24
20971,24,16
22223,24,16
22849,27,19
24727,35,25
25979,31,21
27857,36,26
30361,36,26
31613,36,25
32239,32,22
33491,37,28
34117,39,28
35369,39,29
39751,38,28
41003,29,20
42881,33,24
43507,27,19
46637,33,23
47263,30,21
49141,30,20
51019,36,25
52271,36,25
54149,41,29
56027,35,24
56653,40,28
59783,38,27
60409,39,28
61661,41,29
62287,37,26
66043,39,28
69799,41,30
71051,40,29
71677,43,31
72929,42,31
74807,41,30
75433,43,32
78563,40,30
80441,28,20
82319,33,23
84197,36,25
84823,35,25
86701,36,25
87953,37,27
88579,35,26
91709,37,26
96091,32,22
97343,34,24
97969,36,26
